Method,Model,Accuracy,Precision,Recall,F1
vt,ANN,0.7876543209876543,0.7959977967958852,0.7876543209876543,0.7857660659015308
vt,CNN,0.8222222222222222,0.8227974076429231,0.8222222222222222,0.8219300169186621
