Model,Accuracy,Precision,Recall,F1
Logistic Regression,0.8049382716049382,0.8050983081847279,0.8049382716049382,0.8041277897313581
Gradient Boosting,0.7703703703703704,0.770837818583192,0.7703703703703704,0.7693757760861226
KNN,0.6790123456790124,0.6786721158427291,0.6790123456790124,0.6711844776048689
Random Forest,0.7481481481481481,0.7480916948932941,0.7481481481481481,0.7473752083474215
Decision Tree,0.6617283950617284,0.6672772626068797,0.6617283950617284,0.6633181430579048
SVM,0.7975308641975308,0.798466146613352,0.7975308641975308,0.796489268193943
