eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
1.1377522945404053,0.5259259259259259,0.5170102137231767,0.5259259259259259,0.5185435697995506,54.9729,7.367,0.928,5.0
