epoch,accuracy,precision,recall,f1
1.0,0.5333333333333333,0.5224322907892782,0.5333333333333333,0.5207541583948816
2.0,0.5407407407407407,0.5344032393527867,0.5407407407407407,0.5312807502708595
3.0,0.5259259259259259,0.5247496110868961,0.5259259259259259,0.5122862585542965
4.0,0.528395061728395,0.5208564548804872,0.528395061728395,0.5228395254990644
5.0,0.5259259259259259,0.5171921671014127,0.5259259259259259,0.5188848603765112
5.0,0.5259259259259259,0.5171921671014127,0.5259259259259259,0.5188848603765112
