Method,Model,Accuracy,Precision,Recall,F1
skb,ANN,0.8049382716049382,0.8078274638163405,0.8049382716049382,0.8028073166907621
skb,CNN,0.7802469135802469,0.7871963142234616,0.7802469135802469,0.7816523028050741
