Model,Accuracy,Precision,Recall,F1
Logistic Regression,0.8246913580246914,0.8263269284321917,0.8246913580246914,0.8251504829125264
Gradient Boosting,0.7925925925925926,0.794462390180689,0.7925925925925926,0.7926467336723944
KNN,0.7851851851851852,0.7861039798388129,0.7851851851851852,0.7838736923514461
Random Forest,0.7901234567901234,0.7919711426344871,0.7901234567901234,0.7901252437617508
Decision Tree,0.6864197530864198,0.6858313996014596,0.6864197530864198,0.6858444236355941
SVM,0.8271604938271605,0.8285186674064013,0.8271604938271605,0.8271910528461249
