Model,Accuracy,Precision,Recall,F1
Logistic Regression,0.8,0.7987540649531613,0.8,0.7984704108482832
Gradient Boosting,0.762962962962963,0.7656276265258375,0.762962962962963,0.7639837477837735
KNN,0.6987654320987654,0.7008389588195437,0.6987654320987654,0.6954692764100908
Random Forest,0.762962962962963,0.7646624358665258,0.762962962962963,0.7627826893770987
Decision Tree,0.6419753086419753,0.6533421428366518,0.6419753086419753,0.6437650508347434
SVM,0.7901234567901234,0.7908730001540458,0.7901234567901234,0.7893032796446428
