eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
1.3458025455474854,0.43209876543209874,0.43594121228326266,0.43209876543209874,0.4098860543050653,28.4695,14.226,1.791,5.0
