Model,Accuracy,Precision,Recall,F1
Logistic Regression,0.8148148148148148,0.8156493617132127,0.8148148148148148,0.8150277114409668
Gradient Boosting,0.7876543209876543,0.7909305207028181,0.7876543209876543,0.787383807669805
KNN,0.7061728395061728,0.7085514070595991,0.7061728395061728,0.7044032801524599
Random Forest,0.7925925925925926,0.7952090649761349,0.7925925925925926,0.793446019774954
Decision Tree,0.6666666666666666,0.663335348472868,0.6666666666666666,0.6642796461652665
SVM,0.817283950617284,0.8195839215259859,0.817283950617284,0.8177860850931761
