Accuracy,Precision,Recall,F1,Method,Model,Optimizer,TimeSec,OptFolder,SourceFile
0.8246913580246914,0.8260600130950336,0.8246913580246914,0.82504274260046,rfe,Logistic Regression,Randomized,7.269824028015137,orfe,randomized_search_results.csv
0.7728395061728395,0.7761949401365853,0.7728395061728395,0.7728227473160402,rfe,Gradient Boosting,Randomized,89.44552493095398,orfe,randomized_search_results.csv
0.7654320987654321,0.7734262847823248,0.7654320987654321,0.7620476422795492,rfe,KNN,Randomized,0.4424877166748047,orfe,randomized_search_results.csv
0.7975308641975308,0.8000723024347978,0.7975308641975308,0.7979122326259211,rfe,Random Forest,Randomized,11.383010864257812,orfe,randomized_search_results.csv
0.7432098765432099,0.7418920505940791,0.7432098765432099,0.7420219286885954,rfe,Decision Tree,Randomized,0.1081204414367675,orfe,randomized_search_results.csv
0.7975308641975308,0.7982523774942076,0.7975308641975308,0.7973495156317001,rfe,SVM,Randomized,4.542739391326904,orfe,randomized_search_results.csv
0.8246913580246914,0.8263269284321917,0.8246913580246914,0.8251504829125264,rfe,Logistic Regression,Grid,0.0873136520385742,orfe,grid_search_results.csv
0.7925925925925926,0.794462390180689,0.7925925925925926,0.7926467336723944,rfe,Gradient Boosting,Grid,24.46648859977722,orfe,grid_search_results.csv
0.7802469135802469,0.7829292564824538,0.7802469135802469,0.7803636194556343,rfe,KNN,Grid,0.1888723373413086,orfe,grid_search_results.csv
0.7851851851851852,0.7854474118668802,0.7851851851851852,0.7847744419648562,rfe,Random Forest,Grid,2.0116491317749023,orfe,grid_search_results.csv
0.7333333333333333,0.7335437965268166,0.7333333333333333,0.7330037580868779,rfe,Decision Tree,Grid,0.0468435287475585,orfe,grid_search_results.csv
0.8271604938271605,0.8285186674064013,0.8271604938271605,0.8271910528461249,rfe,SVM,Grid,0.7458407878875732,orfe,grid_search_results.csv
0.8246913580246914,0.8260600130950336,0.8246913580246914,0.82504274260046,rfe,Logistic Regression,Bayes,12.46582293510437,orfe,bayes_search_results.csv
0.7975308641975308,0.7997661839946383,0.7975308641975308,0.7974977278469852,rfe,Gradient Boosting,Bayes,172.52757501602173,orfe,bayes_search_results.csv
0.762962962962963,0.7698071598952284,0.762962962962963,0.7605540906930598,rfe,KNN,Bayes,10.92655324935913,orfe,bayes_search_results.csv
0.8024691358024691,0.8055004327917001,0.8024691358024691,0.8027772192606097,rfe,Random Forest,Bayes,28.553591012954712,orfe,bayes_search_results.csv
0.7481481481481481,0.750011549202401,0.7481481481481481,0.7476454503037457,rfe,Decision Tree,Bayes,11.002645254135132,orfe,bayes_search_results.csv
0.8296296296296296,0.8308471436421224,0.8296296296296296,0.8296667285143875,rfe,SVM,Bayes,16.017860412597656,orfe,bayes_search_results.csv
0.8197530864197531,0.8221244704391296,0.8197530864197531,0.8202226688362614,skb,Logistic Regression,Randomized,1.8572416305541992,oskb,randomized_search_results.csv
0.7876543209876543,0.7930727055043532,0.7876543209876543,0.7867462807203986,skb,Gradient Boosting,Randomized,46.827367305755615,oskb,randomized_search_results.csv
0.7802469135802469,0.7857855448471581,0.7802469135802469,0.7751675082444196,skb,KNN,Randomized,0.3529644012451172,oskb,randomized_search_results.csv
0.7753086419753087,0.7815442495372515,0.7753086419753087,0.7744798691538793,skb,Random Forest,Randomized,10.576217651367188,oskb,randomized_search_results.csv
0.6839506172839506,0.6840380334329729,0.6839506172839506,0.6836015907434737,skb,Decision Tree,Randomized,0.1016860008239746,oskb,randomized_search_results.csv
0.8024691358024691,0.8092245217977183,0.8024691358024691,0.8041892097703508,skb,SVM,Randomized,4.333289861679077,oskb,randomized_search_results.csv
0.8197530864197531,0.8221244704391296,0.8197530864197531,0.8202226688362614,skb,Logistic Regression,Grid,0.0804324150085449,oskb,grid_search_results.csv
0.7950617283950617,0.7986038198052161,0.7950617283950617,0.795123671006909,skb,Gradient Boosting,Grid,12.108436584472656,oskb,grid_search_results.csv
0.7654320987654321,0.768839463121168,0.7654320987654321,0.7647560460167754,skb,KNN,Grid,0.1838345527648925,oskb,grid_search_results.csv
0.7728395061728395,0.7769790193198434,0.7728395061728395,0.7721287885475714,skb,Random Forest,Grid,1.921447277069092,oskb,grid_search_results.csv
0.6617283950617284,0.6630292652473595,0.6617283950617284,0.6570183350658307,skb,Decision Tree,Grid,0.0415108203887939,oskb,grid_search_results.csv
0.8148148148148148,0.8166562102811359,0.8148148148148148,0.8150580041513833,skb,SVM,Grid,0.7655777931213379,oskb,grid_search_results.csv
0.8197530864197531,0.8221244704391296,0.8197530864197531,0.8202226688362614,skb,Logistic Regression,Bayes,10.491008758544922,oskb,bayes_search_results.csv
0.7925925925925926,0.7958348295385332,0.7925925925925926,0.7934367334074997,skb,Gradient Boosting,Bayes,133.47261691093445,oskb,bayes_search_results.csv
0.7703703703703704,0.777168931770239,0.7703703703703704,0.7685862860765147,skb,KNN,Bayes,10.689167976379396,oskb,bayes_search_results.csv
0.7753086419753087,0.7815442495372515,0.7753086419753087,0.7744798691538793,skb,Random Forest,Bayes,28.48325729370117,oskb,bayes_search_results.csv
0.6864197530864198,0.6835328178204707,0.6864197530864198,0.683558511400146,skb,Decision Tree,Bayes,13.09377121925354,oskb,bayes_search_results.csv
0.8197530864197531,0.8231729244299287,0.8197530864197531,0.8200276562650167,skb,SVM,Bayes,15.37902808189392,oskb,bayes_search_results.csv
0.8197530864197531,0.8230643106543206,0.8197530864197531,0.8201039777031345,fscs,Logistic Regression,Randomized,1.336463451385498,ofscs,randomized_search_results.csv
0.7876543209876543,0.792141204220242,0.7876543209876543,0.7863031841259883,fscs,Gradient Boosting,Randomized,46.73625993728638,ofscs,randomized_search_results.csv
0.7654320987654321,0.7714720050002701,0.7654320987654321,0.7650111004555679,fscs,KNN,Randomized,0.3468706607818603,ofscs,randomized_search_results.csv
0.8,0.8055832331840197,0.8,0.7990727363804724,fscs,Random Forest,Randomized,11.227285146713257,ofscs,randomized_search_results.csv
0.7506172839506173,0.7555151620239011,0.7506172839506173,0.7515909616063425,fscs,Decision Tree,Randomized,0.1039435863494873,ofscs,randomized_search_results.csv
0.7777777777777778,0.7799152112693264,0.7777777777777778,0.7769338982145009,fscs,SVM,Randomized,3.8768036365509033,ofscs,randomized_search_results.csv
0.8197530864197531,0.8230643106543206,0.8197530864197531,0.8201039777031345,fscs,Logistic Regression,Grid,0.0746636390686035,ofscs,grid_search_results.csv
0.7876543209876543,0.7912946790380925,0.7876543209876543,0.7859002979595634,fscs,Gradient Boosting,Grid,12.186279296875,ofscs,grid_search_results.csv
0.7679012345679013,0.7760397880711475,0.7679012345679013,0.7675053072651045,fscs,KNN,Grid,0.1985154151916504,ofscs,grid_search_results.csv
0.7753086419753087,0.779227851901406,0.7753086419753087,0.7743982301603045,fscs,Random Forest,Grid,1.802215576171875,ofscs,grid_search_results.csv
0.7012345679012346,0.7257542603661743,0.7012345679012346,0.70678965403314,fscs,Decision Tree,Grid,0.0623126029968261,ofscs,grid_search_results.csv
0.8,0.8023881561584992,0.8,0.7993949919787962,fscs,SVM,Grid,0.7724111080169678,ofscs,grid_search_results.csv
0.8197530864197531,0.8230643106543206,0.8197530864197531,0.8201039777031345,fscs,Logistic Regression,Bayes,10.538348913192747,ofscs,bayes_search_results.csv
0.7975308641975308,0.8020613694206599,0.7975308641975308,0.7965404014797809,fscs,Gradient Boosting,Bayes,103.71758604049684,ofscs,bayes_search_results.csv
0.7654320987654321,0.7714720050002701,0.7654320987654321,0.7650111004555679,fscs,KNN,Bayes,11.691312789916992,ofscs,bayes_search_results.csv
0.7876543209876543,0.7919796259623121,0.7876543209876543,0.7871566821252356,fscs,Random Forest,Bayes,32.348557472229004,ofscs,bayes_search_results.csv
0.7728395061728395,0.773382351581754,0.7728395061728395,0.7720315992714339,fscs,Decision Tree,Bayes,12.221636772155762,ofscs,bayes_search_results.csv
0.8123456790123457,0.8170092531663051,0.8123456790123457,0.8123394438209254,fscs,SVM,Bayes,20.62762141227722,ofscs,bayes_search_results.csv
0.8271604938271605,0.8267977862920391,0.8271604938271605,0.8262958787589604,etc,Logistic Regression,Randomized,1.5327420234680176,oetc,randomized_search_results.csv
0.8123456790123457,0.8140602713765712,0.8123456790123457,0.8114860722782049,etc,Gradient Boosting,Randomized,44.88480019569397,oetc,randomized_search_results.csv
0.7703703703703704,0.7747477490266724,0.7703703703703704,0.767817195185354,etc,KNN,Randomized,0.3622274398803711,oetc,randomized_search_results.csv
0.8024691358024691,0.8046248563024162,0.8024691358024691,0.8018346758763982,etc,Random Forest,Randomized,10.494807958602903,oetc,randomized_search_results.csv
0.7037037037037037,0.7057318696942863,0.7037037037037037,0.7012877216477412,etc,Decision Tree,Randomized,0.1083078384399414,oetc,randomized_search_results.csv
0.7975308641975308,0.7971920280671647,0.7975308641975308,0.7966645293561848,etc,SVM,Randomized,4.412338018417358,oetc,randomized_search_results.csv
0.8296296296296296,0.8293495024630776,0.8296296296296296,0.8289615791939862,etc,Logistic Regression,Grid,0.0800857543945312,oetc,grid_search_results.csv
0.7851851851851852,0.7841230151996434,0.7851851851851852,0.7842987960978192,etc,Gradient Boosting,Grid,12.553730726242064,oetc,grid_search_results.csv
0.762962962962963,0.7610500498255893,0.762962962962963,0.75761769290157,etc,KNN,Grid,0.1842596530914306,oetc,grid_search_results.csv
0.7851851851851852,0.7861428452002545,0.7851851851851852,0.7846345722124736,etc,Random Forest,Grid,1.879033088684082,oetc,grid_search_results.csv
0.6839506172839506,0.6838221528491866,0.6839506172839506,0.6815795506187611,etc,Decision Tree,Grid,0.0416090488433837,oetc,grid_search_results.csv
0.8049382716049382,0.8047506882482344,0.8049382716049382,0.803427637399597,etc,SVM,Grid,0.8885533809661865,oetc,grid_search_results.csv
0.8271604938271605,0.8269122964486115,0.8271604938271605,0.8265061717946683,etc,Logistic Regression,Bayes,15.020394086837769,oetc,bayes_search_results.csv
0.8197530864197531,0.8219225917393559,0.8197530864197531,0.8186037327274649,etc,Gradient Boosting,Bayes,129.84560775756836,oetc,bayes_search_results.csv
0.7703703703703704,0.7732237530804225,0.7703703703703704,0.7681412461576488,etc,KNN,Bayes,13.822702646255491,oetc,bayes_search_results.csv
0.7851851851851852,0.7862810326559397,0.7851851851851852,0.7844666852294747,etc,Random Forest,Bayes,35.50281548500061,oetc,bayes_search_results.csv
0.7061728395061728,0.7016383376455679,0.7061728395061728,0.7024771885395668,etc,Decision Tree,Bayes,10.591131448745728,oetc,bayes_search_results.csv
0.8074074074074075,0.8075343368879934,0.8074074074074075,0.8058831125195156,etc,SVM,Bayes,21.5882580280304,oetc,bayes_search_results.csv
0.817283950617284,0.8182683981775183,0.817283950617284,0.8171113466781614,pc,Logistic Regression,Randomized,1.5749099254608154,opc,randomized_search_results.csv
0.7876543209876543,0.793730644284974,0.7876543209876543,0.7866819185586692,pc,Gradient Boosting,Randomized,46.62625741958618,opc,randomized_search_results.csv
0.782716049382716,0.7915430023880877,0.782716049382716,0.7791558164957709,pc,KNN,Randomized,0.3547472953796386,opc,randomized_search_results.csv
0.7925925925925926,0.797806217003205,0.7925925925925926,0.792577942784462,pc,Random Forest,Randomized,11.074912548065186,opc,randomized_search_results.csv
0.6839506172839506,0.6816534313442117,0.6839506172839506,0.6822300104547587,pc,Decision Tree,Randomized,0.1068098545074462,opc,randomized_search_results.csv
0.8148148148148148,0.8191132262193506,0.8148148148148148,0.8158889344276651,pc,SVM,Randomized,3.8656609058380127,opc,randomized_search_results.csv
0.8246913580246914,0.8256812629930171,0.8246913580246914,0.8244913656809834,pc,Logistic Regression,Grid,0.0789539813995361,opc,grid_search_results.csv
0.7901234567901234,0.7916319024123902,0.7901234567901234,0.7896383795221804,pc,Gradient Boosting,Grid,12.600302457809448,opc,grid_search_results.csv
0.7530864197530864,0.7563675776007713,0.7530864197530864,0.7509206753379514,pc,KNN,Grid,0.1847932338714599,opc,grid_search_results.csv
0.782716049382716,0.7860517911736074,0.782716049382716,0.7831224418686976,pc,Random Forest,Grid,1.893639087677002,opc,grid_search_results.csv
0.6617283950617284,0.6642203654126001,0.6617283950617284,0.657422952771287,pc,Decision Tree,Grid,0.0491235256195068,opc,grid_search_results.csv
0.8123456790123457,0.8134844734088476,0.8123456790123457,0.812268686268781,pc,SVM,Grid,0.7191061973571777,opc,grid_search_results.csv
0.8222222222222222,0.8231587208782987,0.8222222222222222,0.8220255268602633,pc,Logistic Regression,Bayes,12.952943325042725,opc,bayes_search_results.csv
0.7802469135802469,0.783207826386366,0.7802469135802469,0.7807221118270983,pc,Gradient Boosting,Bayes,121.9886827468872,opc,bayes_search_results.csv
0.7679012345679013,0.7727516808688363,0.7679012345679013,0.7652352827931814,pc,KNN,Bayes,15.37880825996399,opc,bayes_search_results.csv
0.7777777777777778,0.7805390652257068,0.7777777777777778,0.777584685030433,pc,Random Forest,Bayes,33.83135461807251,opc,bayes_search_results.csv
0.6790123456790124,0.6759127811695451,0.6790123456790124,0.6751259152233452,pc,Decision Tree,Bayes,13.197608232498167,opc,bayes_search_results.csv
0.8148148148148148,0.8159104771787521,0.8148148148148148,0.8146026880134342,pc,SVM,Bayes,16.707115173339844,opc,bayes_search_results.csv
0.8197530864197531,0.8221244704391296,0.8197530864197531,0.8202226688362614,mi,Logistic Regression,Randomized,1.7794981002807615,omi,randomized_search_results.csv
0.7876543209876543,0.7922073359153549,0.7876543209876543,0.7866001395262127,mi,Gradient Boosting,Randomized,46.636390924453735,omi,randomized_search_results.csv
0.7802469135802469,0.7857855448471581,0.7802469135802469,0.7751675082444196,mi,KNN,Randomized,0.3521602153778076,omi,randomized_search_results.csv
0.7925925925925926,0.7970136948088238,0.7925925925925926,0.7923765880489043,mi,Random Forest,Randomized,10.338815212249756,omi,randomized_search_results.csv
0.7061728395061728,0.7046382301517689,0.7061728395061728,0.7048880868100172,mi,Decision Tree,Randomized,0.1051311492919921,omi,randomized_search_results.csv
0.8024691358024691,0.8092245217977183,0.8024691358024691,0.8041892097703508,mi,SVM,Randomized,3.864757776260376,omi,randomized_search_results.csv
0.8197530864197531,0.8221244704391296,0.8197530864197531,0.8202226688362614,mi,Logistic Regression,Grid,0.0854027271270752,omi,grid_search_results.csv
0.7950617283950617,0.7986038198052161,0.7950617283950617,0.795123671006909,mi,Gradient Boosting,Grid,12.623028039932253,omi,grid_search_results.csv
0.7679012345679013,0.7711708034379446,0.7679012345679013,0.7673247708687603,mi,KNN,Grid,0.1893658638000488,omi,grid_search_results.csv
0.8049382716049382,0.8079073600613867,0.8049382716049382,0.8049258616710121,mi,Random Forest,Grid,1.585592269897461,omi,grid_search_results.csv
0.6617283950617284,0.6642203654126001,0.6617283950617284,0.657422952771287,mi,Decision Tree,Grid,0.0517160892486572,omi,grid_search_results.csv
0.8148148148148148,0.8166562102811359,0.8148148148148148,0.8150580041513833,mi,SVM,Grid,0.6680765151977539,omi,grid_search_results.csv
0.8197530864197531,0.8221244704391296,0.8197530864197531,0.8202226688362614,mi,Logistic Regression,Bayes,11.314242124557495,omi,bayes_search_results.csv
0.7925925925925926,0.795330960902325,0.7925925925925926,0.7916613533754727,mi,Gradient Boosting,Bayes,120.4853858947754,omi,bayes_search_results.csv
0.7802469135802469,0.7855758299136955,0.7802469135802469,0.777139755866827,mi,KNN,Bayes,11.980300426483154,omi,bayes_search_results.csv
0.8024691358024691,0.8098758822160209,0.8024691358024691,0.8011804339999969,mi,Random Forest,Bayes,33.085556745529175,omi,bayes_search_results.csv
0.6790123456790124,0.6751975765901648,0.6790123456790124,0.6746092689088206,mi,Decision Tree,Bayes,14.848880767822266,omi,bayes_search_results.csv
0.8197530864197531,0.8231729244299287,0.8197530864197531,0.8200276562650167,mi,SVM,Bayes,15.70661449432373,omi,bayes_search_results.csv
