Method,Model,Accuracy,Precision,Recall,F1
rfe,ANN,0.7382716049382716,0.7521996455454149,0.7382716049382716,0.7324045816124072
rfe,CNN,0.7432098765432099,0.7533875049754968,0.7432098765432099,0.7453261664818562
