Method,Model,Accuracy,Precision,Recall,F1
etc,ANN,0.7925925925925926,0.7919045989272573,0.7925925925925926,0.7913630614909876
etc,CNN,0.8074074074074075,0.8156978584627164,0.8074074074074075,0.8087441863389576
