Method,Model,Accuracy,Precision,Recall,F1
vt,ANN,0.7876543209876543,0.7898156841056594,0.7876543209876543,0.7844834435618299
vt,CNN,0.8024691358024691,0.8033900559955581,0.8024691358024691,0.8025988676468531
