Model,Accuracy,Precision,Recall,F1
Logistic Regression,0.7901234567901234,0.791502472129668,0.7901234567901234,0.7890148834596109
Gradient Boosting,0.7432098765432099,0.7423291532614339,0.7432098765432099,0.7414733879242686
KNN,0.6666666666666666,0.6666209273811886,0.6666666666666666,0.6600883194794641
Random Forest,0.7234567901234568,0.7267179822247942,0.7234567901234568,0.7234766319647796
Decision Tree,0.6172839506172839,0.618313591999659,0.6172839506172839,0.6139755788785511
SVM,0.7753086419753087,0.7764764522312346,0.7753086419753087,0.7754009579206504
