Method,Model,Accuracy,Precision,Recall,F1
fscs,ANN,0.8024691358024691,0.8044219705191231,0.8024691358024691,0.8011651743111284
fscs,CNN,0.8049382716049382,0.8098181101059484,0.8049382716049382,0.8053146418730455
