Method,Model,Accuracy,Precision,Recall,F1
mu,ANN,0.7802469135802469,0.7826921336986494,0.7802469135802469,0.7790543417010076
mu,CNN,0.7753086419753087,0.7884064630445701,0.7753086419753087,0.7773263952748135
