Method,Model,Accuracy,Precision,Recall,F1
mu,ANN,0.7654320987654321,0.7639911637810646,0.7654320987654321,0.7629290695549004
mu,CNN,0.7901234567901234,0.802042099796833,0.7901234567901234,0.7919719172833918
