Method,Model,Accuracy,Precision,Recall,F1
rfe,ANN,0.7901234567901234,0.7920272465982733,0.7901234567901234,0.789495241581159
rfe,CNN,0.7703703703703704,0.7811794328894409,0.7703703703703704,0.7720331389076737
