Method,Model,Accuracy,Precision,Recall,F1
etc,ANN,0.782716049382716,0.7804634555244457,0.782716049382716,0.7801189179375454
etc,CNN,0.8024691358024691,0.8057124707754718,0.8024691358024691,0.8033760042759696
