Feature,Weight
PHQ4 <= -0.98,0.15290331627758622
PHQ7 <= -0.62,0.14874048370448187
PHQ2 <= -0.77,0.12581842487147998
PHQ6 <= -0.74,0.12400945044519532
PHQ5 <= -0.48,0.1088382794879791
PHQ9 <= -1.03,0.04095864950889756
PSS2 <= -0.28,0.020518225680422063
PSS5 > 0.76,-0.01532746146932815
PSS9 <= -0.36,0.012471989766932626
-0.37 < PSS10 <= 0.48,0.00634938040885263
-0.30 < PSS4 <= 0.52,0.004498528142435264
-0.30 < PSS1 <= 0.55,-0.0013516113292615542
PSS3 <= -0.62,0.00048799276160684706
