Feature,Weight
PHQ4 <= -0.98,0.1506102914311966
PHQ7 <= -0.62,0.14109428646455932
PHQ2 <= -0.77,0.1296203553340401
PHQ6 <= -0.74,0.11528484718126615
PHQ5 <= -0.48,0.10723604942228829
-1.03 < PHQ9 <= -0.15,0.04575263374453835
PSS2 <= -0.28,0.019062683965153954
PSS4 <= -0.30,0.015131304936515095
PSS1 <= -0.30,-0.012307723026754272
PSS9 <= -0.36,0.012084577871559933
PSS10 <= -0.37,-0.0064110088180622336
PSS5 <= -0.16,0.0042866075609846324
PSS3 <= -0.62,0.004026196224717763
