Model,Recursive Feature Elimination (RFE),Select K Best (SKB),Fisher Score Chi-Square Test (FSCS),Extra Trees Classifier (ETC),Pearson Correlation (PC),Mutual Information (MI),Mutual Info Regression (MIR),Manual Uniqueness (MU),Variance Threshold (VT)
Logistic Regression,0.8197530864197531,0.8123456790123457,0.8123456790123457,0.8345679012345679,0.8296296296296296,0.8123456790123457,0.8469135802469135,0.8049382716049382,0.8320987654320988
Gradient Boosting,0.7975308641975308,0.7851851851851852,0.7703703703703704,0.7679012345679013,0.8024691358024691,0.7851851851851852,0.7950617283950617,0.7925925925925926,0.7975308641975308
K-Nearest Neighbour (KNN),0.7333333333333333,0.7308641975308642,0.7333333333333333,0.745679012345679,0.7012345679012346,0.7283950617283951,0.7382716049382716,0.6814814814814815,0.745679012345679
Random Forest,0.7851851851851852,0.7654320987654321,0.7876543209876543,0.7925925925925926,0.7679012345679013,0.7802469135802469,0.8123456790123457,0.7851851851851852,0.7925925925925926
Decision Tree,0.7432098765432099,0.671604938271605,0.7654320987654321,0.7086419753086419,0.6691358024691358,0.6839506172839506,0.7160493827160493,0.7037037037037037,0.7086419753086419
Support Vector Machine (SVM),0.8098765432098766,0.7851851851851852,0.8074074074074075,0.8098765432098766,0.8049382716049382,0.7851851851851852,0.8049382716049382,0.7753086419753087,0.8024691358024691
