Model,Recursive Feature Elimination (RFE),Select K Best (SKB),Fisher Score Chi-Square Test (FSCS),Extra Trees Classifier (ETC),Pearson Correlation (PC),Mutual Information (MI),Mutual Info Regression (MIR),Manual Uniqueness (MU),Variance Threshold (VT)
Logistic Regression,0.8246913580246914,0.8197530864197531,0.8197530864197531,0.8271604938271605,0.8222222222222222,0.8197530864197531,0.854320987654321,0.8024691358024691,0.8296296296296296
Gradient Boosting,0.7975308641975308,0.7925925925925926,0.7975308641975308,0.8197530864197531,0.7802469135802469,0.7925925925925926,0.8197530864197531,0.7901234567901234,0.8
K-Nearest Neighbour (KNN),0.762962962962963,0.7703703703703704,0.7654320987654321,0.7703703703703704,0.7679012345679013,0.7802469135802469,0.7728395061728395,0.7185185185185186,0.7703703703703704
Random Forest,0.8024691358024691,0.7753086419753087,0.7876543209876543,0.7851851851851852,0.7777777777777778,0.8024691358024691,0.8148148148148148,0.7802469135802469,0.7901234567901234
Decision Tree,0.7481481481481481,0.6864197530864198,0.7728395061728395,0.7061728395061728,0.6790123456790124,0.6790123456790124,0.6888888888888889,0.7530864197530864,0.7234567901234568
Support Vector Machine (SVM),0.8296296296296296,0.8197530864197531,0.8123456790123457,0.8074074074074075,0.8148148148148148,0.8197530864197531,0.8148148148148148,0.7604938271604939,0.8074074074074075
