Model,Recursive Feature Elimination (RFE),Select K Best (SKB),Fisher Score Chi-Square Test (FSCS),Extra Trees Classifier (ETC),Pearson Correlation (PC),Mutual Information (MI),Mutual Info Regression (MIR),Manual Uniqueness (MU),Variance Threshold (VT)
Logistic Regression,0.7876543209876543,0.7901234567901234,0.7654320987654321,0.8,0.7901234567901234,0.782716049382716,0.7679012345679013,0.7333333333333333,0.8074074074074075
Gradient Boosting,0.7654320987654321,0.7358024691358025,0.7506172839506173,0.7604938271604939,0.7333333333333333,0.7308641975308642,0.7407407407407407,0.725925925925926,0.7950617283950617
K-Nearest Neighbour (KNN),0.7135802469135802,0.691358024691358,0.7160493827160493,0.7234567901234568,0.7012345679012346,0.6987654320987654,0.7135802469135802,0.6765432098765433,0.7086419753086419
Random Forest,0.7802469135802469,0.7358024691358025,0.7580246913580246,0.7703703703703704,0.7333333333333333,0.7506172839506173,0.7580246913580246,0.7234567901234568,0.7654320987654321
Decision Tree,0.7037037037037037,0.6320987654320988,0.6765432098765433,0.7234567901234568,0.654320987654321,0.6592592592592592,0.6938271604938272,0.6345679012345679,0.7432098765432099
Support Vector Machine (SVM),0.7703703703703704,0.7703703703703704,0.7604938271604939,0.7950617283950617,0.7703703703703704,0.7654320987654321,0.7432098765432099,0.7209876543209877,0.7703703703703704
