Model,Recursive Feature Elimination (RFE),Select K Best (SKB),Fisher Score Chi-Square Test (FSCS),Extra Trees Classifier (ETC),Pearson Correlation (PC),Mutual Information (MI),Mutual Info Regression (MIR),Manual Uniqueness (MU),Variance Threshold (VT)
Logistic Regression,0.7876543209876543,0.7901234567901234,0.7679012345679013,0.8,0.7901234567901234,0.7876543209876543,0.7703703703703704,0.7283950617283951,0.8049382716049382
Gradient Boosting,0.7358024691358025,0.7432098765432099,0.7604938271604939,0.762962962962963,0.7407407407407407,0.7333333333333333,0.7481481481481481,0.7061728395061728,0.7703703703703704
K-Nearest Neighbour (KNN),0.7185185185185186,0.6666666666666666,0.6617283950617284,0.6987654320987654,0.6666666666666666,0.7061728395061728,0.691358024691358,0.6395061728395062,0.6790123456790124
Random Forest,0.7703703703703704,0.7234567901234568,0.7283950617283951,0.762962962962963,0.7432098765432099,0.7407407407407407,0.7555555555555555,0.7209876543209877,0.7481481481481481
Decision Tree,0.6617283950617284,0.6172839506172839,0.6765432098765433,0.6419753086419753,0.6123456790123457,0.6123456790123457,0.6765432098765433,0.6691358024691358,0.6617283950617284
Support Vector Machine (SVM),0.7753086419753087,0.7753086419753087,0.7604938271604939,0.7901234567901234,0.7753086419753087,0.762962962962963,0.745679012345679,0.7234567901234568,0.7975308641975308
ANN,0.7654320987654321,0.7308641975308642,0.7382716049382716,0.7753086419753087,0.7530864197530864,0.725925925925926,0.7555555555555555,0.7061728395061728,0.7876543209876543
CNN,0.745679012345679,0.7580246913580246,0.7209876543209877,0.7777777777777778,0.7802469135802469,0.7382716049382716,0.7654320987654321,0.7209876543209877,0.7876543209876543
