Model,Recursive Feature Elimination (RFE),Select K Best (SKB),Fisher Score Chi-Square Test (FSCS),Extra Trees Classifier (ETC),Pearson Correlation (PC),Mutual Information (MI),Mutual Info Regression (MIR),Manual Uniqueness (MU),Variance Threshold (VT)
Logistic Regression,0.8296296296296296,0.817283950617284,0.8197530864197531,0.8419753086419753,0.817283950617284,0.817283950617284,0.8444444444444444,0.7925925925925926,0.8444444444444444
Gradient Boosting,0.7950617283950617,0.7950617283950617,0.7901234567901234,0.7851851851851852,0.7876543209876543,0.8098765432098766,0.8049382716049382,0.8024691358024691,0.8098765432098766
K-Nearest Neighbour (KNN),0.7432098765432099,0.745679012345679,0.7481481481481481,0.762962962962963,0.745679012345679,0.745679012345679,0.7851851851851852,0.7185185185185186,0.7506172839506173
Random Forest,0.7753086419753087,0.7802469135802469,0.8,0.7950617283950617,0.7753086419753087,0.7950617283950617,0.8246913580246914,0.7802469135802469,0.7876543209876543
Decision Tree,0.7407407407407407,0.6962962962962963,0.762962962962963,0.6888888888888889,0.691358024691358,0.6987654320987654,0.7333333333333333,0.7185185185185186,0.7209876543209877
Support Vector Machine (SVM),0.7950617283950617,0.7925925925925926,0.8123456790123457,0.8123456790123457,0.7925925925925926,0.7925925925925926,0.8271604938271605,0.7901234567901234,0.817283950617284
