Model,Recursive Feature Elimination (RFE),Select K Best (SKB),Fisher Score Chi-Square Test (FSCS),Extra Trees Classifier (ETC),Pearson Correlation (PC),Mutual Information (MI),Mutual Info Regression (MIR),Manual Uniqueness (MU),Variance Threshold (VT)
Logistic Regression,0.8246913580246914,0.817283950617284,0.817283950617284,0.8296296296296296,0.8246913580246914,0.817283950617284,0.8567901234567902,0.7975308641975308,0.8271604938271605
Gradient Boosting,0.7925925925925926,0.7950617283950617,0.7876543209876543,0.7851851851851852,0.7901234567901234,0.7950617283950617,0.8074074074074075,0.7703703703703704,0.782716049382716
K-Nearest Neighbor (KNN),0.7851851851851852,0.7604938271604939,0.7506172839506173,0.7580246913580246,0.7506172839506173,0.7604938271604939,0.7580246913580246,0.7037037037037037,0.7382716049382716
Random Forest,0.7901234567901234,0.7753086419753087,0.7901234567901234,0.7925925925925926,0.7753086419753087,0.7777777777777778,0.7777777777777778,0.7901234567901234,0.7753086419753087
Decision Tree,0.6864197530864198,0.6790123456790124,0.7234567901234568,0.6765432098765433,0.6790123456790124,0.6864197530864198,0.6938271604938272,0.6962962962962963,0.671604938271605
Support Vector Machine (SVM),0.8271604938271605,0.8148148148148148,0.8,0.8049382716049382,0.8123456790123457,0.8148148148148148,0.8246913580246914,0.7654320987654321,0.8074074074074075
ANN,0.817283950617284,0.8123456790123457,0.7851851851851852,0.7925925925925926,0.7728395061728395,0.7950617283950617,0.7975308641975308,0.7753086419753087,0.8098765432098766
CNN,0.8148148148148148,0.8,0.8074074074074075,0.8,0.7901234567901234,0.8098765432098766,0.8296296296296296,0.7802469135802469,0.7950617283950617
