Model,Recursive Feature Elimination (RFE),Select K Best (SKB),Fisher Score Chi-Square Test (FSCS),Extra Trees Classifier (ETC),Pearson Correlation (PC),Mutual Information (MI),Mutual Info Regression (MIR),Manual Uniqueness (MU),Variance Threshold (VT)
Logistic Regression,0.8296296296296296,0.817283950617284,0.8197530864197531,0.8419753086419753,0.817283950617284,0.817283950617284,0.8395061728395061,0.7925925925925926,0.8444444444444444
Gradient Boosting,0.7876543209876543,0.745679012345679,0.7777777777777778,0.7802469135802469,0.7950617283950617,0.7950617283950617,0.7975308641975308,0.8098765432098766,0.8222222222222222
K-Nearest Neighbour (KNN),0.7506172839506173,0.7728395061728395,0.7481481481481481,0.7506172839506173,0.7728395061728395,0.7728395061728395,0.7901234567901234,0.7185185185185186,0.7580246913580246
Random Forest,0.7802469135802469,0.7876543209876543,0.8074074074074075,0.8074074074074075,0.7851851851851852,0.7654320987654321,0.8222222222222222,0.7654320987654321,0.7851851851851852
Decision Tree,0.745679012345679,0.6888888888888889,0.7506172839506173,0.7185185185185186,0.6839506172839506,0.6839506172839506,0.6938271604938272,0.7061728395061728,0.7185185185185186
Support Vector Machine (SVM),0.7901234567901234,0.7925925925925926,0.8074074074074075,0.8074074074074075,0.7925925925925926,0.7925925925925926,0.7950617283950617,0.7901234567901234,0.8148148148148148
