Model,Recursive Feature Elimination (RFE),Select K Best (SKB),Fisher Score Chi-Square Test (FSCS),Extra Trees Classifier (ETC),Pearson Correlation (PC),Mutual Information (MI),Mutual Info Regression (MIR),Manual Uniqueness (MU),Variance Threshold (VT)
Logistic Regression,0.8197530864197531,0.817283950617284,0.8123456790123457,0.837037037037037,0.8296296296296296,0.817283950617284,0.8419753086419753,0.8049382716049382,0.8271604938271605
Gradient Boosting,0.7876543209876543,0.7728395061728395,0.7679012345679013,0.782716049382716,0.762962962962963,0.7728395061728395,0.7654320987654321,0.782716049382716,0.7802469135802469
K-Nearest Neighbour (KNN),0.7160493827160493,0.7160493827160493,0.7185185185185186,0.7432098765432099,0.7111111111111111,0.7160493827160493,0.7283950617283951,0.6864197530864198,0.7382716049382716
Random Forest,0.7851851851851852,0.7802469135802469,0.7925925925925926,0.7950617283950617,0.7753086419753087,0.782716049382716,0.782716049382716,0.7851851851851852,0.7950617283950617
Decision Tree,0.7333333333333333,0.6888888888888889,0.7382716049382716,0.6790123456790124,0.6814814814814815,0.6888888888888889,0.691358024691358,0.6666666666666666,0.7209876543209877
Support Vector Machine (SVM),0.817283950617284,0.8148148148148148,0.8074074074074075,0.817283950617284,0.817283950617284,0.8148148148148148,0.8197530864197531,0.7876543209876543,0.8024691358024691
