Model,Recursive Feature Elimination (RFE),Select K Best (SKB),Fisher Score Chi-Square Test (FSCS),Extra Trees Classifier (ETC),Pearson Correlation (PC),Mutual Information (MI),Mutual Info Regression (MIR),Manual Uniqueness (MU),Variance Threshold (VT)
Logistic Regression,0.8148148148148148,0.817283950617284,0.8123456790123457,0.837037037037037,0.8246913580246914,0.817283950617284,0.8395061728395061,0.8,0.8271604938271605
Gradient Boosting,0.7876543209876543,0.7728395061728395,0.7679012345679013,0.782716049382716,0.762962962962963,0.7728395061728395,0.7851851851851852,0.782716049382716,0.7802469135802469
K-Nearest Neighbor (KNN),0.7061728395061728,0.7308641975308642,0.7185185185185186,0.7185185185185186,0.7012345679012346,0.7308641975308642,0.7086419753086419,0.6641975308641975,0.7308641975308642
Random Forest,0.7925925925925926,0.7802469135802469,0.7975308641975308,0.7777777777777778,0.782716049382716,0.7703703703703704,0.7901234567901234,0.7555555555555555,0.7654320987654321
Decision Tree,0.6666666666666666,0.6765432098765433,0.7086419753086419,0.6987654320987654,0.6592592592592592,0.6641975308641975,0.671604938271605,0.6839506172839506,0.6617283950617284
Support Vector Machine (SVM),0.817283950617284,0.8148148148148148,0.8074074074074075,0.817283950617284,0.817283950617284,0.8148148148148148,0.8197530864197531,0.7876543209876543,0.8024691358024691
ANN,0.7925925925925926,0.7753086419753087,0.7925925925925926,0.782716049382716,0.7901234567901234,0.7728395061728395,0.8296296296296296,0.7802469135802469,0.7925925925925926
CNN,0.7753086419753087,0.7580246913580246,0.7925925925925926,0.782716049382716,0.7950617283950617,0.7654320987654321,0.8296296296296296,0.7679012345679013,0.8222222222222222
