Model,Recursive Feature Elimination (RFE),Select K Best (SKB),Fisher Score Chi-Square Test (FSCS),Extra Trees Classifier (ETC),Pearson Correlation (PC),Mutual Information (MI),Mutual Info Regression (MIR),Manual Uniqueness (MU),Variance Threshold (VT)
Logistic Regression,0.8296296296296296,0.817283950617284,0.8197530864197531,0.8419753086419753,0.817283950617284,0.817283950617284,0.8444444444444444,0.7925925925925926,0.8444444444444444
Gradient Boosting,0.7753086419753087,0.7975308641975308,0.7901234567901234,0.7802469135802469,0.7975308641975308,0.7975308641975308,0.7925925925925926,0.8049382716049382,0.7851851851851852
K-Nearest Neighbour (KNN),0.7481481481481481,0.7481481481481481,0.7333333333333333,0.762962962962963,0.7481481481481481,0.7481481481481481,0.7580246913580246,0.7160493827160493,0.7703703703703704
Random Forest,0.782716049382716,0.7802469135802469,0.7802469135802469,0.782716049382716,0.7777777777777778,0.7728395061728395,0.817283950617284,0.7975308641975308,0.8049382716049382
Decision Tree,0.7407407407407407,0.7012345679012346,0.725925925925926,0.7358024691358025,0.7037037037037037,0.6987654320987654,0.7160493827160493,0.7111111111111111,0.7086419753086419
Support Vector Machine (SVM),0.7975308641975308,0.7950617283950617,0.8123456790123457,0.817283950617284,0.7950617283950617,0.7950617283950617,0.8246913580246914,0.7925925925925926,0.8074074074074075
