Model,Recursive Feature Elimination (RFE),Select K Best (SKB),Fisher Score Chi-Square Test (FSCS),Extra Trees Classifier (ETC),Pearson Correlation (PC),Mutual Information (MI),Mutual Info Regression (MIR),Manual Uniqueness (MU),Variance Threshold (VT)
Logistic Regression,0.8296296296296296,0.817283950617284,0.8197530864197531,0.8419753086419753,0.817283950617284,0.817283950617284,0.8419753086419753,0.7975308641975308,0.8493827160493828
Gradient Boosting,0.7753086419753087,0.7975308641975308,0.7901234567901234,0.7802469135802469,0.7975308641975308,0.7975308641975308,0.817283950617284,0.8049382716049382,0.8074074074074075
K-Nearest Neighbor (KNN),0.7530864197530864,0.7333333333333333,0.745679012345679,0.7530864197530864,0.7333333333333333,0.7333333333333333,0.7679012345679013,0.7407407407407407,0.7407407407407407
Random Forest,0.7777777777777778,0.7679012345679013,0.7802469135802469,0.8,0.762962962962963,0.7728395061728395,0.8049382716049382,0.7851851851851852,0.782716049382716
Decision Tree,0.7135802469135802,0.671604938271605,0.6888888888888889,0.6888888888888889,0.674074074074074,0.674074074074074,0.7185185185185186,0.7160493827160493,0.7111111111111111
Support Vector Machine (SVM),0.7975308641975308,0.7950617283950617,0.8123456790123457,0.817283950617284,0.7950617283950617,0.7950617283950617,0.8246913580246914,0.7925925925925926,0.8074074074074075
ANN,0.8049382716049382,0.7580246913580246,0.8049382716049382,0.8197530864197531,0.8049382716049382,0.7876543209876543,0.8395061728395061,0.7679012345679013,0.8222222222222222
CNN,0.7753086419753087,0.7777777777777778,0.8148148148148148,0.8148148148148148,0.7851851851851852,0.7950617283950617,0.8395061728395061,0.7851851851851852,0.8345679012345679
