Feature,Weight
0.04 < PHQ4 <= 1.07,-0.10968965446201212
0.36 < PHQ7 <= 1.33,-0.10442808231215588
0.20 < PHQ2 <= 1.16,-0.09660656452984255
0.19 < PHQ6 <= 1.12,-0.0895061392485971
PHQ5 <= -0.48,0.08833022705852919
PHQ9 <= -1.04,0.030732788936900915
PSS2 <= -0.28,0.019995088656982865
PSS1 <= -0.29,-0.01699472813813904
PSS4 <= -0.30,0.013110761662516275
PSS5 <= -0.16,0.00820713932478533
PSS10 <= -0.37,-0.006914939062991268
0.25 < PSS3 <= 1.15,0.005238180751486
PSS9 <= -0.36,0.004203440091861172
