Feature,Weight
PHQ4 <= -0.98,0.1549771221769044
PHQ7 <= -0.61,0.1472736948301794
PHQ2 <= -0.75,0.1320210459942925
PHQ6 <= -0.75,0.13042961876366058
PHQ5 <= -0.48,0.1120496307219942
PHQ9 <= -1.04,0.041698349590157294
PSS2 <= -0.28,0.030570188656598045
-0.29 < PSS1 <= 0.56,0.020547705701960028
PSS5 > 0.76,-0.008810373510973316
PSS3 <= -0.64,-0.008566633164635046
PSS9 <= -0.36,0.007330608782969065
-0.37 < PSS10 <= 0.49,0.006868128913884525
-0.30 < PSS4 <= 0.51,-0.00543036615082041
