Method,Model,Accuracy,Precision,Recall,F1
mu,ANN,0.762962962962963,0.7640148168433065,0.762962962962963,0.7584666670589727
mu,CNN,0.7950617283950617,0.8032578543566558,0.7950617283950617,0.7968447895559773
