Method,Model,Accuracy,Precision,Recall,F1
mu,ANN,0.7382716049382716,0.7358691056700124,0.7382716049382716,0.7343857445948622
mu,CNN,0.7358024691358025,0.7522615331534784,0.7358024691358025,0.7397175206325232
