Method,Model,Accuracy,Precision,Recall,F1
pc,ANN,0.8049382716049382,0.8042921315872802,0.8049382716049382,0.8035445873192263
pc,CNN,0.8098765432098766,0.8102897748045996,0.8098765432098766,0.8098050713581303
