Method,Model,Accuracy,Precision,Recall,F1
skb,ANN,0.7777777777777778,0.7805237358843596,0.7777777777777778,0.7757055584113396
skb,CNN,0.7802469135802469,0.7880080423299822,0.7802469135802469,0.7812299293161289
