Method,Model,Accuracy,Precision,Recall,F1
vt,ANN,0.8098765432098766,0.8176596578996915,0.8098765432098766,0.8077775975702356
vt,CNN,0.8123456790123457,0.8149824954232379,0.8123456790123457,0.8129261366787572
