Method,Model,Accuracy,Precision,Recall,F1
rfe,ANN,0.7777777777777778,0.7825077949324413,0.7777777777777778,0.7760067342386752
rfe,CNN,0.7728395061728395,0.7814952986814444,0.7728395061728395,0.7742320451770147
