Method,Model,Accuracy,Precision,Recall,F1
fscs,ANN,0.8024691358024691,0.8040044549367666,0.8024691358024691,0.8024610669777468
fscs,CNN,0.782716049382716,0.7900375930643075,0.782716049382716,0.7846447804993698
