Model,Accuracy,Precision,Recall,F1
Logistic Regression,0.8,0.8015150226654489,0.8,0.7996887914225558
Gradient Boosting,0.782716049382716,0.7826435455229075,0.782716049382716,0.7821413992834425
KNN,0.6641975308641975,0.6668975709445317,0.6641975308641975,0.6633621159077578
Random Forest,0.7555555555555555,0.7639073680297966,0.7555555555555555,0.758345734970289
Decision Tree,0.6839506172839506,0.6827188063161082,0.6839506172839506,0.6832737668674428
SVM,0.7876543209876543,0.7901874509673049,0.7876543209876543,0.7873587743563326
