Method,Model,Accuracy,Precision,Recall,F1
mir,ANN,0.8197530864197531,0.8208364027838149,0.8197530864197531,0.8197180069703697
mir,CNN,0.8395061728395061,0.8408304517661245,0.8395061728395061,0.8396155949327685
