Model,Accuracy,Precision,Recall,F1
Logistic Regression,0.7876543209876543,0.7876156470428777,0.7876543209876543,0.7857719708975298
Gradient Boosting,0.7333333333333333,0.7336399703198511,0.7333333333333333,0.7321530813204208
KNN,0.7061728395061728,0.7069618652550005,0.7061728395061728,0.699540545492003
Random Forest,0.7407407407407407,0.7431180513492263,0.7407407407407407,0.7412584289011067
Decision Tree,0.6123456790123457,0.6135720834447146,0.6123456790123457,0.612317739307338
SVM,0.762962962962963,0.765043336115074,0.762962962962963,0.763226082591213
