Model,Accuracy,Precision,Recall,F1
Logistic Regression,0.7975308641975308,0.7989424680001769,0.7975308641975308,0.7976103406443533
Gradient Boosting,0.8049382716049382,0.8073430230861279,0.8049382716049382,0.805639380382641
KNN,0.7407407407407407,0.7378239943726719,0.7407407407407407,0.738478060655344
Random Forest,0.7851851851851852,0.7910666987140644,0.7851851851851852,0.7864853383840612
Decision Tree,0.7160493827160493,0.7145158418554108,0.7160493827160493,0.7143796210222044
SVM,0.7925925925925926,0.7960146673657253,0.7925925925925926,0.7935579700444791
