Method,Model,Accuracy,Precision,Recall,F1
fscs,ANN,0.7925925925925926,0.7974073495551159,0.7925925925925926,0.7927554461733107
fscs,CNN,0.8024691358024691,0.8048974163416108,0.8024691358024691,0.8028266902367414
