Method,Model,Accuracy,Precision,Recall,F1
etc,ANN,0.7901234567901234,0.7901845495623621,0.7901234567901234,0.7861418429241968
etc,CNN,0.8148148148148148,0.8154188254575033,0.8148148148148148,0.8147939854300117
