Model,Accuracy,Precision,Recall,F1
Logistic Regression,0.837037037037037,0.8362229075855199,0.837037037037037,0.8352659253549224
Gradient Boosting,0.782716049382716,0.7839205050102555,0.782716049382716,0.7832169762723116
KNN,0.7185185185185186,0.7207116909028807,0.7185185185185186,0.7156518811685881
Random Forest,0.7777777777777778,0.7802645950794098,0.7777777777777778,0.7785593673747591
Decision Tree,0.6987654320987654,0.6939703649373516,0.6987654320987654,0.6941468818296229
SVM,0.817283950617284,0.8172547855549477,0.817283950617284,0.8169387445988223
