eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
1.3524428606033325,0.4074074074074074,0.41335055724166936,0.4074074074074074,0.39302031034179946,57.0275,7.102,0.894,5.0
