Method,Model,Accuracy,Precision,Recall,F1
vt,ANN,0.8074074074074075,0.811687531514511,0.8074074074074075,0.8061402128247032
vt,CNN,0.8222222222222222,0.8225629942844013,0.8222222222222222,0.8215749697782762
