Method,Model,Accuracy,Precision,Recall,F1
etc,ANN,0.7728395061728395,0.7733075771964661,0.7728395061728395,0.7693173981646071
etc,CNN,0.7925925925925926,0.7958123685304748,0.7925925925925926,0.7915675196221005
