Model,Accuracy,Precision,Recall,F1
Logistic Regression,0.8419753086419753,0.8450117580105633,0.8419753086419753,0.8421104449508211
Gradient Boosting,0.817283950617284,0.8183323090428515,0.817283950617284,0.8174159104282973
KNN,0.7679012345679013,0.7659481184513673,0.7679012345679013,0.7661505032383926
Random Forest,0.8049382716049382,0.8056310315199203,0.8049382716049382,0.8051696748172655
Decision Tree,0.7185185185185186,0.7209447746927535,0.7185185185185186,0.7194946911760146
SVM,0.8246913580246914,0.8279169308495357,0.8246913580246914,0.8255272738383632
