epoch,accuracy,precision,recall,f1
1.0,0.3530864197530864,0.2262843433330075,0.3530864197530864,0.25381730707723804
2.0,0.3333333333333333,0.25392546151166845,0.3333333333333333,0.25098790507014557
3.0,0.3506172839506173,0.3183002663203598,0.3506172839506173,0.2888834450269101
4.0,0.36790123456790125,0.42581533885112743,0.36790123456790125,0.3748894815730988
5.0,0.4123456790123457,0.412117884578736,0.4123456790123457,0.3930856324660449
5.0,0.4123456790123457,0.412117884578736,0.4123456790123457,0.3930856324660449
