Method,Model,Accuracy,Precision,Recall,F1
pc,ANN,0.7679012345679013,0.7709836875287298,0.7679012345679013,0.7637611015118103
pc,CNN,0.762962962962963,0.7754520669004051,0.762962962962963,0.7651073243382249
