eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
1.139685034751892,0.49135802469135803,0.47904524034279167,0.49135802469135803,0.48207655074698147,53.7901,7.529,0.948,5.0
