Method,Model,Accuracy,Precision,Recall,F1
mi,ANN,0.7901234567901234,0.7925387747691669,0.7901234567901234,0.7862932533652432
mi,CNN,0.7481481481481481,0.7590419117461789,0.7481481481481481,0.7503466370085222
