Method,Model,Accuracy,Precision,Recall,F1
mir,ANN,0.7432098765432099,0.7435772098443474,0.7432098765432099,0.7409366283782106
mir,CNN,0.7654320987654321,0.7689631755526319,0.7654320987654321,0.7658484689480882
