Model,Accuracy,Precision,Recall,F1
Logistic Regression,0.817283950617284,0.8186726327148609,0.817283950617284,0.8174306846476589
Gradient Boosting,0.7975308641975308,0.7977694957331583,0.7975308641975308,0.7971723727631476
KNN,0.7333333333333333,0.7303829428897847,0.7333333333333333,0.7309307148846482
Random Forest,0.7728395061728395,0.773462245365674,0.7728395061728395,0.7726195962300132
Decision Tree,0.674074074074074,0.6744307355287924,0.674074074074074,0.6722120027236096
SVM,0.7950617283950617,0.7955825856732611,0.7950617283950617,0.7938015979532945
