Feature,Weight
PHQ4 <= -0.98,0.15398152493342623
PHQ7 <= -0.61,0.1419917293308589
PHQ2 <= -0.75,0.1293124552899328
PHQ6 <= -0.75,0.11717331480219978
PHQ5 <= -0.48,0.0987045017073465
PHQ9 <= -1.04,0.03353522246420663
PSS2 <= -0.28,0.023566323007967786
PSS5 > 0.76,-0.01848052854882879
-0.30 < PSS4 <= 0.51,-0.016010381536602503
-0.37 < PSS10 <= 0.49,-0.008183257337394398
PSS3 <= -0.64,0.0025503810493447865
-0.29 < PSS1 <= 0.56,0.0015372800991837535
PSS9 <= -0.36,-0.0010128765687071356
