Feature,Weight
PHQ4 <= -0.98,0.16188192668973558
PHQ7 <= -0.61,0.14233823045555957
PHQ2 <= -0.75,0.13123063590952608
PHQ6 <= -0.75,0.12908254840700106
PHQ5 <= -0.48,0.10360435328405114
-1.04 < PHQ9 <= -0.16,0.04614511790988052
PSS2 <= -0.28,0.021981648849655484
PSS1 <= -0.29,-0.015812386200586087
PSS10 <= -0.37,-0.014469533027241265
PSS4 <= -0.30,0.010134971494484222
PSS5 <= -0.16,0.008382513171294985
PSS9 <= -0.36,0.008063785236871618
PSS3 <= -0.64,-0.0012642838002017713
