Method,Model,Accuracy,Precision,Recall,F1
rfe,ANN,0.7925925925925926,0.7935929667040779,0.7925925925925926,0.7924829983130277
rfe,CNN,0.7950617283950617,0.7994882731130198,0.7950617283950617,0.7954968548538129
